id,promotion_id,titre,url,ville,region,quartier,adresse,type_bien,standing,statut_construction,date_livraison,prix,prix_text,prix_type,prix_m2,surface,surface_text,nombre_pieces,nombre_chambres,nombre_sdb,description_courte,description_complete,caracteristiques,equipements,equipements_complets,images,images_completes,video_url,video_id,videos_completes,has_video,plans,logo_agence,nom_agence,caracteristiques_detaillees,localisation_exacte,informations_promotion,conditions_vente,promoteur_info,contact_info,date_scraping,page_source,is_valid
4430,4430,Des bureaux à louer- Lac 2 et Bélvéd...,https://www.mubawab.tn/fr/p/4430/details,La Marsa,,Berges Du Lac 2,Les Berges Du Lac 2 à La Marsa,Bureau,Haut standing,Finalisé,,0,Prix à consulter,À consulter,0,0,,0,0,0,Des bureaux à louer- Lac 2 et Bélvéd...,Écoles Hôpitaux,Spa,,Parking; Ascenseur; Spa,https://www.mubawab-media.com/assets/common/agency-nologo.jpg,https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.57.07%20%281%29_80509080.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.22_80509067.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.11.53_80509065.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.21_80509066.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.29%20%281%29_80509068.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.29%20%282%29_80509069.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.29%20%283%29_80509070.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.30%20%281%29_80509071.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.30%20%282%29_80509072.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.30%20%283%29_80509073.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.30_80509074.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.31%20%281%29_80509075.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.31%20%282%29_80509076.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.31_80509077.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.32%20%281%29_80509078.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.12.32%20%282%29_80509079.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.57.07_80509081.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.57.08%20%281%29_80509082.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.57.08%20%282%29_80509083.avif; https://www.mubawab-media.com/promotion/4/430F/pictures/h/WhatsApp%20Image%202025-06-20%20at%2013.57.08_80509084.avif,,,,False,,https://www.mubawab-media.com/assets/common/agency-nologo.jpg,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.457219,search,True
4404,4404,Résidence SUN CITY La Soukra,https://www.mubawab.tn/fr/p/4404/details,,,,La Soukra,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,"Haut standing, En cours de construction",Écoles Hôpitaux,,,Climatisation; Parking; Isolation; Salle de bain; Chauffage; Spa; Sécurité,https://www.mubawab-media.com/promotion/4/404F/logo/s/SPIRIT%20%20LOGO%20_80377515.avif,https://www.mubawab-media.com/promotion/4/404F/pictures/h/RESIDENCE%20SUN%20CITY%20s1%20%C3%A0%20partir%20de%20%20280000_81034989.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/1_80377506.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/HALL%20D%27ENTREE%20%20SUN%20CITY_81011201.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/COULOIR%20SUN%20CITY_81011203.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/SALON%202_81020387.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/COULOIR%20CIRCULATION%20SUN%20CITY_81011204.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/SUN%20CITY%20LOGO%200206_80423258.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/cuisine%20t%C3%A9moin%20vb_80377513.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/A05%20SALLE%20D%27EAU%203_80423256.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/CHAMBRE%20%20PARENTS_80423257.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/2_80377508.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/A05%20SALLE%20D%27EAU%202_80377512.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/SDE_80377514.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/SALLE%20D%27EAU_81002491.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/A05%20SALLE%20D%27EAU_80584371.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/sde%20parent%201_80423255.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/A05%20SALON%202_80377509.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/SALON%203_80584372.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/CHAMBRE%20PARENTALE_80729824.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/A05%20SALON%20CUISINE_80729830.avif,,,,False,https://www.mubawab-media.com/promotion/4/404F/pictures/h/PLAN%20RDC%20_80913067.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/Plan%20R%2B2%20_page-0001_80378927.avif; https://www.mubawab-media.com/promotion/4/404F/pictures/h/Plan%20R%2B1_page-0001_80378926.avif,https://www.mubawab-media.com/promotion/4/404F/logo/s/SPIRIT%20%20LOGO%20_80377515.avif,,"{""nombre_appartements"": ""25""}",{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.462140,search,True
3755,3755,Résidence REGALIA,https://www.mubawab.tn/fr/p/3755/details,La Marsa,,Ain Zaghouan Nord,Ain Zaghouan Nord à La Marsa,Résidence,Haut standing,En cours de construction,,427000.0,"À partir de 
							427 000 TND",À partir de,0,0,,0,0,0,"Haut standing, En cours de construction",Écoles Hôpitaux,,,Terrasse; Spa; Jardin; Salle de sport,https://www.mubawab-media.com/promotion/3/755F/logo/s/Miniature_36554513.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/regalia-2_36554500.avif,https://www.mubawab-media.com/promotion/3/755F/pictures/h/regalia-2_36554500.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/ext-5-1_36554498.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/regalia-nuit-1-1_36554497.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/ext-1_36554499.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/06-1_36554501.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/09-1_36554502.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/08%20%281%29_36554503.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/08_36554504.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/05_36554505.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/10-1_36554506.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/04_36554507.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/03%20%281%29_36554508.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/02%20%281%29_36554509.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/03_36554510.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/02_36554511.avif; https://www.mubawab-media.com/promotion/3/755F/pictures/h/01-1_36554512.avif,,,https://www.youtube.com/embed/CPMO7LePWQY?wmode=opaque&rel=0; https://www.youtube.com/watch?v=CPMO7LePWQY,False,,https://www.mubawab-media.com/promotion/3/755F/logo/s/Miniature_36554513.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.462140,search,True
3896,3896,Résidence Floria - Cité el Ghazela,https://www.mubawab.tn/fr/p/3896/details,Raoued,,Cité el Ghaze,Cité el Ghazela à Raoued,Appartement,Haut standing,En cours de construction,,309900.0,"À partir de 
							309 900 TND",À partir de,0,0,,0,0,0,Résidence Floria - Cité el Ghazela,Écoles Hôpitaux,,,Parking; Jardin; Hammam; Spa; Sécurité,https://www.mubawab-media.com/promotion/3/896F/logo/s/logo-sni-vertical_51074654.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/image_6483441%20%282%29_51074639.avif,https://www.mubawab-media.com/promotion/3/896F/pictures/h/image_6483441%20%282%29_51074639.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/02%20%288%29_51074640.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/06%20%281%29_51074641.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/ch1_51074642.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/ch2_51074643.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/ch4_51074644.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/ch3_51074645.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/cuisine%201_51074646.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/salon%203_51074647.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/salon%201_51074648.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/sdb1_51074649.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/cuisine%202_51074650.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/sbd2_51074651.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/salon%202_51074652.avif; https://www.mubawab-media.com/promotion/3/896F/pictures/h/sde%201_51074653.avif,,,https://www.youtube.com/embed/De52zHEFWHA?wmode=opaque&rel=0; https://www.youtube.com/watch?v=De52zHEFWHA,False,,https://www.mubawab-media.com/promotion/3/896F/logo/s/logo-sni-vertical_51074654.avif,,"{""nombre_etages"": ""6""}",{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.472848,search,True
4547,4547,RÉSIDENCE MARBELLA  Aouina / Ain Za...,https://www.mubawab.tn/fr/p/4547/details,La Marsa,,Ain Zaghouan,Ain Zaghouan à La Marsa,Résidence,Haut standing,En cours de construction,,240000.0,"À partir de 
							240 000 TND",À partir de,0,0,,0,0,0,RÉSIDENCE MARBELLA  Aouina / Ain Za...,Écoles Hôpitaux,Spa,,Parking; Ascenseur; Spa; Sécurité,https://www.mubawab-media.com/promotion/4/547F/logo/s/image003%20%282%29_81613003.avif,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_03%20_81612986.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%283%29_81612987.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_01_81612989.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_02_81612990.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_04_81612991.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_08_81612993.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%289%29_81612994.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%2810%29_81612995.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%2811%29_81612997.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_06_81612998.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/RenduMarbella_S%2B1_09_81613000.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%2815%29_81613001.avif; https://www.mubawab-media.com/promotion/4/547F/pictures/h/s%2B2%20%2816%29_81613002.avif,,,,False,,https://www.mubawab-media.com/promotion/4/547F/logo/s/image003%20%282%29_81613003.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.476498,search,True
3276,3276,Résidence Eden Garden,https://www.mubawab.tn/fr/p/3276/details,Djerba,,,Djerba,Résidence,Haut standing,Finalisé,,580000.0,"À partir de 
							580 000 TND",À partir de,0,0,,0,0,0,"Tombez sous le charme de la Résidence Eden Garden, à Aghir !",Écoles Hôpitaux,,,Spa; Jardin; Piscine,https://www.mubawab-media.com/promotion/3/276F/logo/s/Omega%20Logo_8382979.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/P1299730_80456513.avif,https://www.mubawab-media.com/promotion/3/276F/pictures/h/P1299730_80456513.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/119462659_1131111690654154_5123738212193419619_n_80456515.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/P1299726_80456510.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/P1299734_80456509.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/P1299722_80456511.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/00_80456512.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/2_80456514.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/20200831_210024_80456516.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/3_80456517.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/IMG_0025_80456518.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/20200831_154117_80456519.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/20200831_154325_80456520.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/20200831_210757_80456521.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/119572094_3188433374815246_2999177473146336782_n_80456522.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/119201935_1277553889260900_4300744161057107733_n_80456523.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/IMG_0026_80456524.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/288622506_5233113923446807_8521042015808115641_n_80456525.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/288799337_5233114606780072_4268782842158911365_n_80456526.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/IMG_0005_80456527.avif; https://www.mubawab-media.com/promotion/3/276F/pictures/h/IMG_0046_80456528.avif,,,https://www.youtube.com/embed/U2jThzhJ-SE?wmode=opaque&rel=0; https://www.youtube.com/watch?v=U2jThzhJ-SE,False,,https://www.mubawab-media.com/promotion/3/276F/logo/s/Omega%20Logo_8382979.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.476498,search,True
3860,3860,RESIDENCE MALAGA 2 - La Marsa,https://www.mubawab.tn/fr/p/3860/details,La Marsa,,Cité Pins,Cité Les Pins à La Marsa,Résidence,Haut standing,Finalisé,,385000.0,"À partir de 
							385 000 TND",À partir de,0,0,,0,0,0,"Lancement du nouveau projet Résidentiel dénommé ""MALAGA 2"", mitoyen à La Résidence Malaga, en face de Cité Les Pins, La Marsa.",Écoles Hôpitaux,,,Spa,https://www.mubawab-media.com/promotion/3/860F/logo/s/La%20Rose_logobl_44687755.avif,https://www.mubawab-media.com/promotion/3/860F/pictures/h/VUE%206_44687753.avif; https://www.mubawab-media.com/promotion/3/860F/pictures/h/VUE%202_44687754.avif; https://www.mubawab-media.com/promotion/3/860F/pictures/h/VUE%203_44690511.avif; https://www.mubawab-media.com/promotion/3/860F/pictures/h/VUE%205_44690512.avif; https://www.mubawab-media.com/promotion/3/860F/pictures/h/01_44715454.avif,,,,False,,https://www.mubawab-media.com/promotion/3/860F/logo/s/La%20Rose_logobl_44687755.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.476498,search,True
4219,4219,"Résidence La Jacaranda Cité Wafa ,Mr...",https://www.mubawab.tn/fr/p/4219/details,Nabeul,,Cité El Wafa,Cité El Wafa à Nabeul,Résidence,Haut standing,En cours de construction,,0,Prix à consulter,À consulter,0,0,,0,0,0,"Résidence La Jacaranda Cité Wafa ,Mr...",Écoles Hôpitaux,Spa,,Spa; Piscine,https://www.mubawab-media.com/promotion/4/219F/logo/s/326570055_681250767060389_5281033242276049773_n_79154380.avif,https://www.mubawab-media.com/promotion/4/219F/pictures/h/00_79154376.avif; https://www.mubawab-media.com/promotion/4/219F/pictures/h/03%20%281%29_79154377.avif; https://www.mubawab-media.com/promotion/4/219F/pictures/h/02%20%281%29_79154378.avif; https://www.mubawab-media.com/promotion/4/219F/pictures/h/01%20%281%29_79154379.avif,,,,False,,https://www.mubawab-media.com/promotion/4/219F/logo/s/326570055_681250767060389_5281033242276049773_n_79154380.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.488505,search,True
3981,3981,Résidence Doret Sfax,https://www.mubawab.tn/fr/p/3981/details,Sfax,,,Sfax Ville,Résidence,Haut standing,Finalisé,,232000.0,"À partir de 
							232 000 TND",À partir de,0,0,,0,0,0,"Découvrez le bloc bureautique de Dorret Sfax, un superbe bâtiment dédié aux professionnels, au niveau de la route de Taniour.",Écoles Hôpitaux,,,Isolation; Parking; Spa; Sécurité,https://www.mubawab-media.com/promotion/3/981F/logo/s/15109573_1822472171368780_7733663877251922831_n_65649235.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_9992_65649202.avif,https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_9992_65649202.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_9996_65649203.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0001_65649204.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_9999_65649205.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0002_65649206.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0008_65649208.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0010_65649209.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0012_65649210.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0013_65649211.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0015_65649212.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0016_65649213.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0018_65649214.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0024_65649215.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0027_65649216.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0035_65649217.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0036_65649218.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0038_65649219.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0044_65649220.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0045_65649221.avif; https://www.mubawab-media.com/promotion/3/981F/pictures/h/IMG_0051_65649222.avif,,,https://www.youtube.com/embed/UreFsHPaYCM?wmode=opaque&rel=0; https://www.youtube.com/watch?v=UreFsHPaYCM,False,,https://www.mubawab-media.com/promotion/3/981F/logo/s/15109573_1822472171368780_7733663877251922831_n_65649235.avif,,"{""nombre_etages"": ""4""}",{},{},"{""facilites_paiement"": ""Disponibles""}",{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.491524,search,True
3878,3878,Fuji Apartments,https://www.mubawab.tn/fr/p/3878/details,El Menzah,,El Menzah 9,El Menzah 9 à El Menzah,Résidence,Haut standing,En cours de construction,,424000.0,"À partir de 
							424 000 TND",À partir de,0,0,,0,0,0,"Haut standing, En cours de construction",Écoles Hôpitaux,,,Parking; Domotique; Spa; Jardin,https://www.mubawab-media.com/promotion/3/878F/logo/s/logo-fuji-light_48155611.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/Fuji%20couverture2_58228999.avif,https://www.mubawab-media.com/promotion/3/878F/pictures/h/Fuji%20couverture2_58228999.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/after-5_48155604.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/A11_48155602.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/8_48155601.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/after-4_48155603.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/after-6%20%281%29_48155605.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/after-6_48155606.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/rendu_8%20%281%29_48155607.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/rendus_3%20%281%29_48155608.avif; https://www.mubawab-media.com/promotion/3/878F/pictures/h/rendus_4%20%281%29_48155609.avif,,,https://www.youtube.com/embed/rfT0-9U4J0A?wmode=opaque&rel=0; https://www.youtube.com/watch?v=rfT0-9U4J0A,False,,https://www.mubawab-media.com/promotion/3/878F/logo/s/logo-fuji-light_48155611.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.496527,search,True
2664,2664,Lotissement Les Oliviers,https://www.mubawab.tn/fr/p/2664/details,Manouba,,,La Manouba,Terrain,Moyen standing,Finalisé,,0,Prix à consulter,À consulter,0,0,,0,0,0,"""Profitez sans tarder pour acheter votre terrain ed rêve au Lotissement les Oliviers à Douar Hicher (Manouba)"" :",Écoles Hôpitaux,,,Spa; Jardin,https://www.mubawab-media.com/promotion/2/664F/logo/s/logo_12272020.avif,https://www.mubawab-media.com/promotion/2/664F/pictures/h/terrain%20kapri.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/terrain-en-vente-%C3%A0-manouba-de-1710m%C2%B2_21283066_12407661.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0536_12558234.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0537_12558235.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0538_12558236.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0540_12558237.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0541_12558238.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0542_12558239.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0543_12558240.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0546_12558241.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0547_12558242.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0544_12558243.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0574_12558244.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0576_12558245.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/IMG_0555_12558246.avif; https://www.mubawab-media.com/promotion/2/664F/pictures/h/Kapri1_12272019_42373251.avif,,,,False,,https://www.mubawab-media.com/promotion/2/664F/logo/s/logo_12272020.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:54:44.499519,search,True
2448,2448,"Green Park, Les Berges du Lac- Locau...",https://www.mubawab.tn/fr/p/2448/details,La Marsa,,Berges Du Lac 2,Les Berges Du Lac 2 à La Marsa,Immobilier neuf,Standard,Finalisé,,588000.0,"À partir de 
							588 000 TND",À partir de,0,0,,0,0,0,"Green Park, Les Berges du Lac- Locau...",Écoles Hôpitaux,Vue panoramique,,Spa,https://www.mubawab-media.com/promotion/2/448F/logo/s/236937077_3849793101791960_4525761390857377405_n_76287439.avif,https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.57%20%287%29_76287326.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/5b1f84e44b825avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.02.13%20%281%29_76287327.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.02.13%20%282%29_76287328.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.02.13_76287329.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.38%20%283%29_76287330.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.38%20%284%29_76287331.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.39%20%283%29_76287332.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.39%20%284%29_76287333.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.39%20%286%29_76287334.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.39_76287335.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2011.58.40%20%281%29_76287336.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.51%20%281%29_76287337.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.51_76287338.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.52%20%282%29_76287339.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.54%20%281%29_76287340.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.54%20%282%29_76287341.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.54_76287342.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.56%20%285%29_76287343.avif; https://www.mubawab-media.com/promotion/2/448F/pictures/h/WhatsApp%20Image%202024-06-03%20at%2012.00.57%20%282%29_76287344.avif,,,,False,,https://www.mubawab-media.com/promotion/2/448F/logo/s/236937077_3849793101791960_4525761390857377405_n_76287439.avif,,{},{},{},{},{},"{""formulaire_contact"": ""Disponible""}",2026-02-01T17:56:11.136296,search,True
