id,titre,url,region,ville,quartier,adresse,type_terrain,vocation,prix,prix_text,prix_m2,surface,surface_text,situation_juridique,viabilisation,description_courte,description_complete,equipements,equipements_detaille,images,caracteristiques,localisation,informations_supplementaires,contact_info,date_scraping,page_source,is_valid
8238973,Terrain a vendre a hammamet,https://www.mubawab.tn/fr/a/8238973/terrain-a-vendre-a-hammamet,,Hammamet,,Hammamet,Terrain,,0,Prix à consulter,0,300.0,"300
						m²",,,"Prix à consulter Terrain a vendre a hammamet Hammamet, Hammamet 300 m² Contacter Appelez WhatsApp",300m²Hammamet,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/238/973F/h/IMG_20251021_134422_81272070.avif; https://www.mubawab-media.com/ad/8/238/973F/h/IMG_20251021_134630_81272071.avif; https://www.mubawab-media.com/ad/8/238/973F/h/IMG_20251021_174807_81272072.avif; https://www.mubawab-media.com/ad/8/238/973F/h/IMG_20251021_174752_81272073.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Commercial, Groupement d'habitation, Industriel, Lots de villa""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.743066,search,True
8233998,Terrain à vendre,https://www.mubawab.tn/fr/a/8233998/terrain-%C3%A0-vendre,,Hammamet,,Hammamet,Terrain,,190300.0,190 300 TND,190300.0,346.0,"346
						m²",,,"190 300 TND Terrain à vendre Hammamet, Hammamet 346 m² Contacter Appelez WhatsApp","Terrain à vendre à Hammamet prés de gestion forestière inclus : eau, électricité, gaz de ville et un puits de plus pour le jardin, le piscine plusieurs utilisations de 346m²Prix intéressent 550dt.m² négociablePour plus d’information contacter : 98 346 348 / 28 474 074",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/233/998F/h/6fdecf22-531c-4e8a-b481-a845ebe1dc04_81220719.avif; https://www.mubawab-media.com/ad/8/233/998F/h/9a760f6c-4cf0-432d-82bb-3e7d139418a7%20-%20Copie_81220720.avif; https://www.mubawab-media.com/ad/8/233/998F/h/9a760f6c-4cf0-432d-82bb-3e7d139418a7_81220721.avif; https://www.mubawab-media.com/business/13/530F/s/TEC%20IMMOBILIER%201_81174771.avif; https://www.mubawab-media.com/ad/8/275/683F/m/95e1d2c8-5e70-4015-ad89-19735eec2414_81668088.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation"", ""livraison"": ""Titré""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.743066,search,True
8238244,Terrain vue de montagne,https://www.mubawab.tn/fr/a/8238244/terrain-vue-de-montagne,,Hammamet,,Hammamet,Terrain,,70000.0,70 000 TND,70000.0,400.0,"400
						m²",,,"70 000 TND Terrain vue de montagne Hammamet, Hammamet 400 m² Contacter Appelez WhatsApp","Terrain à 10 km de Yasmine Hammamet,situé dans une zone entourée de villas avec une belle vue,a 70 000 DT",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/238/244F/h/WhatsApp%20Image%202025-03-05%20at%2011.20.52%20%281%29_81264445.avif; https://www.mubawab-media.com/ad/8/238/244F/h/WhatsApp%20Image%202025-03-05%20at%2011.20.53_81264446.avif; https://www.mubawab-media.com/ad/8/238/244F/h/WhatsApp%20Image%202025-03-05%20at%2011.20.54%20-%20Copie_81264447.avif; https://www.mubawab-media.com/ad/8/238/244F/h/WhatsApp%20Image%202025-03-05%20at%2011.20.54%20%281%29%20-%20Copie_81264448.avif; https://www.mubawab-media.com/ad/8/238/244F/h/WhatsApp%20Image%202025-03-05%20at%2011.20.54_81264449.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Sur plan"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.756048,search,True
8029791,A vendre un terrain à Hammamet,https://www.mubawab.tn/fr/a/8029791/a-vendre-un-terrain-%C3%A0-hammamet,,Hammamet,,Hammamet,Terrain,,70000.0,70 000 TND,70000.0,250.0,"250
						m²",,,"70 000 TND A vendre un terrain à Hammamet Hammamet, Hammamet 250 m² Contacter Appelez WhatsApp",IMMOTEAM vous propose un terrain à 5 minutes du club Golf Hammamet situé dans un emplacement stratégique prés de tout les commoditésLe terrain à 100 mètres de la route principale en 2éme positionPour plus d'informations contactez NourVisite du bien disponible 7/7 et Gratuitement,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/029/791F/h/WhatsApp%20Image%202025-07-08%20at%2012.09.41%20PM_81240694.avif; https://www.mubawab-media.com/business/9/192F/s/119029102_115568286944317_4952145831382650747_n_54759870.avif; https://www.mubawab-media.com/ad/8/242/806F/m/WhatsApp%20Image%202025-10-28%20%C3%A0%2015.23.20_6e8c4850_81310104.avif; https://www.mubawab-media.com/ad/8/253/607F/m/HM4_81422797.avif; https://www.mubawab-media.com/ad/8/268/006F/m/2_81587840.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Titré""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.756048,search,True
8122449,A vendre un Terrain à proximité Hammamet sud,https://www.mubawab.tn/fr/a/8122449/a-vendre-un-terrain-%C3%A0-proximit%C3%A9-hammamet-sud,,Hammamet,Hammamet Sud,"Hammamet Sud, Hammamet",Terrain,,40400.0,40 400 TND,40400.0,505.0,"505
						m²",,,"40 400 TND A vendre un Terrain à proximité Hammamet sud Hammamet Sud, Hammamet 505 m² Contacter Appelez WhatsApp",A vendre un Terrain entourée par des villas à proximité Hammamet sudtitreEau électricité : réseau existantsuperficie 505 m²Prix m² : 80 DTN'hésitez pas de nous contacter pour plus de détails,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/122/449F/h/_MG_5802%20copy_80214380.avif; https://www.mubawab-media.com/ad/8/122/449F/h/IMG_5808%20copy_80214381.avif; https://www.mubawab-media.com/ad/8/122/449F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.12_b1562526_80214382.avif; https://www.mubawab-media.com/ad/8/122/449F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.13_5aa17c00_80214383.avif; https://www.mubawab-media.com/ad/8/122/449F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.15_c291d59d_80214384.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.756048,search,True
8237818,À vendre magnifique terrain à Yasmine hammamet,https://www.mubawab.tn/fr/a/8237818/%C3%A0-vendre-magnifique-terrain-%C3%A0-yasmine-hammamet,,Yasmine Hammamet,,Yasmine Hammamet,Terrain,,0,Prix à consulter,0,876.0,"876
						m²",,,"Prix à consulter À vendre magnifique terrain à Yasmine hammamet Yasmine Hammamet, Hammamet 876 m² Contacter Appelez WhatsApp","Superbe opportunité à Yasmine Hammamet !Nous mettons en vente un terrain de 876 m², idéalement situé dans un lotissement résidentiel calme et sécurisé, à deux pas de l’hôtel Russelior et de la marina, proche de toutes les commodités (plage, commerces, cafés, axes principaux).Le terrain est viabilisé, dispose d’un titre individuel, et présente une forme rectangulaire avec double accès sur deux voies véhiculaires.Il offre la possibilité de construire une villa isolée en R1, avec jardin et piscine.Atouts :• Quartier résidentiel de standing• Emplacement stratégique• Accès facile et environnement paisible• Vente directe propriétaire (sans intermédiaire)Prix: 1200 dt/m2",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/237/818F/h/IMG_7095_81259974.avif; https://www.mubawab-media.com/ad/8/237/818F/h/IMG_7094_81259975.avif; https://www.mubawab-media.com/ad/8/237/818F/h/49f10b99-8b0c-48c3-a6a9-f645a723b6aa_81259976.avif; https://www.mubawab-media.com/ad/7/984/424F/m/98c2ba93-cf58-4920-901b-3edfd8912835_78700741.avif; https://www.mubawab-media.com/ad/8/287/357F/m/b8b4449a-e990-4934-b4d8-64075cb04722%20%281%29_81794534.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""constructibilité"": ""R+1"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.37486020740744"", ""longitude"": ""10.530886978276337""}","{""type_precis"": ""Lotissement"", ""viabilisation"": ""Oui""}",{},2026-01-27T20:36:46.756048,search,True
8190264,Vente Terrain Julian,https://www.mubawab.tn/fr/a/8190264/vente-terrain-julian,,Hammamet,,Hammamet,Terrain,,197000.0,197 000 TND,197000.0,263.0,"263
						m²",,,"197 000 TND Vente Terrain Julian Hammamet, Hammamet 263 m² Contacter Appelez WhatsApp",Speranza immobilière Hammamet vous propose à la vente un terrain de 263 m² à Hammamet centre. Le prix demandé est de 750DT le m². Le dossier juridique est consultable à l'agence.,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/190/264F/h/37e51261-03de-4713-9ee7-65fc19939110_80765218.avif; https://www.mubawab-media.com/ad/8/190/264F/h/7626ab96-e84c-46de-88a6-4c27fa7f5ba0_80765219.avif; https://www.mubawab-media.com/ad/8/190/264F/h/5580adbe-bd99-4372-bb8c-46a7477eea87_80765220.avif; https://www.mubawab-media.com/business/8/928F/s/logo%24_36371808.avif; https://www.mubawab-media.com/ad/8/275/683F/m/95e1d2c8-5e70-4015-ad89-19735eec2414_81668088.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation, Lots de villa"", ""livraison"": ""Titré""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.774100,search,True
7938791,Vente Terrain Zac,https://www.mubawab.tn/fr/a/7938791/vente-terrain-zac,,Hammamet,Hammamet Nord,"Hammamet Nord, Hammamet",Terrain,,250000.0,250 000 TND,250000.0,1000.0,"1000
						m²",,,"250 000 TND Vente Terrain Zac Hammamet Nord, Hammamet 1000 m² Contacter Appelez WhatsApp",Speranza immobilière Hammamet vous propose à la vente un terrain de 1000 m² à Hammamet Nord avec une vue panoramique Sur mer . Le prix demandé est de 260 DT le m². Le dossier juridique est consultable a agence.,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/7/938/791F/h/6d3b7b78-db3a-4ff9-9e55-c0a7e48a882f_77244036.avif; https://www.mubawab-media.com/ad/7/938/791F/h/87c5523d-c69a-40cf-b14a-146a07bc2598_77244037.avif; https://www.mubawab-media.com/ad/7/938/791F/h/75ca9047-a6f4-4401-8f38-03ceea044d37_77244038.avif; https://www.mubawab-media.com/ad/7/938/791F/h/992e692f-176c-4273-bd16-253389a40355_77244039.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.777100,search,True
8236018,Terrain à vendre – Hammamet El Menchar,https://www.mubawab.tn/fr/a/8236018/terrain-%C3%A0-vendre-%E2%80%93-hammamet-el-menchar,,Hammamet,Hammamet Sud,"Hammamet Sud, Hammamet",Terrain,,0,Prix à consulter,0,6442.0,"6442
						m²",,,"Prix à consulter Terrain à vendre – Hammamet El Menchar Hammamet Sud, Hammamet 6442 m² Contacter Appelez WhatsApp","À vendre, un magnifique terrain agricole situé dans la région d’El Menchar – Hammamet, à seulement 10 minutes des plages et de la zone touristique Hammamet SudSuperficie : 6 442 m²Nature du terrain : Agricole, mais constructible — plusieurs belles villas modernes se trouvent à proximité.Emplacement : Situation stratégique dans un environnement calme, verdoyant et facilement accessible par une route goudronnée.Commodités : Eau et électricité disponibles sur place.Une opportunité rare pour investir ou construire une villa de standing au cœur de la nature, tout en restant proche de la mer.",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/236/018F/h/Sans%20titre_81241802.avif; https://www.mubawab-media.com/ad/8/236/018F/h/IMG_1205_81241803.avif; https://www.mubawab-media.com/ad/8/236/018F/h/IMG_1207_81241804.avif; https://www.mubawab-media.com/ad/8/236/018F/h/IMG_1208_81241805.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Agricole""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}","{""type_precis"": ""Agricole"", ""viabilisation"": ""Oui""}",{},2026-01-27T20:36:46.781095,search,True
8235386,Terrain sur 2 façades très prés de la mer,https://www.mubawab.tn/fr/a/8235386/terrain-sur-2-fa%C3%A7ades-tr%C3%A8s-pr%C3%A9s-de-la-mer,,Yasmine Hammamet,,Yasmine Hammamet,Terrain,,107000.0,107 000 TND,107000.0,357.0,"357
						m²",,,"107 000 TND Terrain sur 2 façades très prés de la mer Yasmine Hammamet, Hammamet 357 m² Contacter Appelez WhatsApp","Terrain à deux façades, situé à 600 m de la mer et proche de Yasmine HammametEau et électricité disponiblesPrix : 107 mille dinars",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/235/386F/h/WhatsApp%20Image%202025-08-27%20at%2000.40.43_81235181.avif; https://www.mubawab-media.com/ad/8/235/386F/h/WhatsApp%20Image%202025-08-27%20at%2000.40.49%20%281%29_81235182.avif; https://www.mubawab-media.com/ad/8/235/386F/h/WhatsApp%20Image%202025-08-27%20at%2000.40.50%20%281%29_81235183.avif; https://www.mubawab-media.com/ad/8/235/386F/h/WhatsApp%20Image%202025-08-27%20at%2000.40.51%20%282%29_81235184.avif; https://www.mubawab-media.com/ad/8/235/386F/h/WhatsApp%20Image%202025-08-27%20at%2000.40.55_81235185.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""constructibilité"": ""R+2"", ""livraison"": ""Titré"", ""statut du terrain"": ""Non loti""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}","{""viabilisation"": ""Oui""}",{},2026-01-27T20:36:46.785095,search,True
8235147,Terrain à vendre FH Hammamet,https://www.mubawab.tn/fr/a/8235147/terrain-%C3%A0-vendre-fh-hammamet,,Hammamet,,Hammamet,Terrain,,0,Prix à consulter,0,752.0,"752
						m²",,,"Prix à consulter Terrain à vendre FH Hammamet Hammamet, Hammamet 752 m² Contacter Appelez WhatsApp","À vendre un terrain exceptionnel à FH – Hammamet, dans un quartier calme, chic et très recherché, à quelques minutes seulement de la mer et proche de toutes les commodités (route principale, commerces, écoles…).Superficie : 752 m²Propriété : 100% légale (titre foncier n 626260 Nabeul)Emplacement : FH Hammamet – zone résidentielle haut de gammeTerrain constructible, idéal pour une belle villa ou un projet immobilierEau et électricité disponiblesPrix très intéressant, négociable avec acheteurs sérieuxUne vraie opportunité – le premier sérieux l’obtient !",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/235/147F/h/IMG-20251014-WA0002_81232824.avif; https://www.mubawab-media.com/ad/8/253/096F/m/1_81416854.avif; https://www.mubawab-media.com/ad/8/100/718F/m/logo_79853281.avif; https://www.mubawab-media.com/ad/8/264/914F/m/89a6636c-09c0-4835-942a-c3bd4bbafd89_81551473.avif; https://www.mubawab-media.com/ad/8/221/773F/m/INKEDT%7E1_81088562.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation, Lots de villa"", ""constructibilité"": ""R+4"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}","{""type_precis"": ""Constructible"", ""situation_juridique"": ""Titre foncier"", ""viabilisation"": ""Oui""}",{},2026-01-27T20:36:46.790429,search,True
8232510,Un terrain à vendre,https://www.mubawab.tn/fr/a/8232510/un-terrain-%C3%A0-vendre,,Hammamet,Hammamet Nord,"Hammamet Nord, Hammamet",Terrain,,153750.0,153 750 TND,153750.0,205.0,"205
						m²",,,"153 750 TND Un terrain à vendre Hammamet Nord, Hammamet 205 m² Contacter Appelez WhatsApp","Terrain à vendre à Mrezga , dans un quartier résidentielEmplacement : Mrezga, dans un quartier calme et résidentielSuperficie : 205 m²Prix du m² : 750 DTPrix total : 153 750 DTUn terrain idéal pour construire votre future maison ou un petit projet immobilier, situé dans un secteur recherché, proche de toutes commodités (écoles, commerces, transport).Accès facile, environnement propre et sécurisé.Pour plus d’informations ou pour une visite : 216 26 179 301 /51 805 805Contactez-nous dès maintenant !",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/232/510F/h/dfaa995f-3213-4fa0-ab88-c88ecccf7e1f_81206327.avif; https://www.mubawab-media.com/ad/8/232/510F/h/c1eaa41c-3d00-4673-8c89-28a4a2b09b0c_81206267.avif; https://www.mubawab-media.com/business/9/095F/s/Adobe_Express_20230201_2200100_1_45213922.avif; https://www.mubawab-media.com/ad/8/288/567F/m/WhatsApp%20Image%202026-01-19%20at%2010.18.28_81807195.avif; https://www.mubawab-media.com/ad/8/278/522F/m/5a3cea7c-30bf-40cd-8846-ce88108a00df_81700564.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""constructibilité"": ""R+2""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.793428,search,True
8233768,"Terrain à vendre à basbassia, hammamet",https://www.mubawab.tn/fr/a/8233768/terrain-%C3%A0-vendre-%C3%A0-basbassia-hammamet,,Hammamet,Hammamet Sud,"Hammamet Sud, Hammamet",Terrain,,40000.0,40 000 TND,40000.0,150.0,"150
						m²",,,"40 000 TND Terrain à vendre à basbassia, hammamet Hammamet Sud, Hammamet 150 m² Contacter Appelez WhatsApp","Terrain constructible de 150m2 situé à basbassia,hammamt sudTitre foncier individuel (titre bleu) disponibleTerrain non loti,idéal pour construction individuelleQuartier calme,proche des commoditéLivraison immédiate à la signature",,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/233/768F/h/IMG_2822_81218298.avif; https://www.mubawab-media.com/ad/8/233/768F/h/IMG_2823_81218299.avif; https://www.mubawab-media.com/ad/8/233/768F/h/IMG_2825_81218300.avif; https://www.mubawab-media.com/ad/8/047/895F/m/454010907_505125575359793_6451950858957203611_n_79336771.avif; https://www.mubawab-media.com/ad/8/239/795F/m/464783616_562741169598233_6236636800408121955_n_81280450.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Groupement d'habitation"", ""constructibilité"": ""Plain pied"", ""livraison"": ""Titré"", ""statut du terrain"": ""Non loti""}","{""latitude"": ""36.404007"", ""longitude"": ""10.568995""}","{""type_precis"": ""Constructible"", ""situation_juridique"": ""Titre foncier""}",{},2026-01-27T20:36:46.796427,search,True
8233519,A vendre un terrain à Hammamet nord,https://www.mubawab.tn/fr/a/8233519/a-vendre-un-terrain-%C3%A0-hammamet-nord,,Hammamet,,Hammamet,Terrain,,0,Prix à consulter,0,1310.0,"1310
						m²",,,"Prix à consulter A vendre un terrain à Hammamet nord Hammamet, Hammamet 1310 m² Contacter Appelez WhatsApp",A vendre un terrain à Hammamet nordVisite du bien disponible 7/7 et gratuite,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/233/519F/h/WhatsApp-Image-2025-10-06-at-18.04.09_81216224.avif; https://www.mubawab-media.com/ad/8/233/519F/h/WhatsApp-Image-2025-10-06-at-18.04.10_81216225.avif; https://www.mubawab-media.com/ad/8/259/100F/m/terrain%20%C3%A0%20vendre%20%20%281%29_81478622.avif; https://www.mubawab-media.com/ad/8/248/117F/m/4d9de655-fa4a-4d79-a045-dd1a6e1d96e7_81643956.avif; https://www.mubawab-media.com/ad/8/291/866F/m/8a3cdb13-d80e-4d06-a89c-dad27d0d8efc-w1000__81841889.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Lots de villa"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}",{},{},2026-01-27T20:36:46.800428,search,True
7994603,Terrain théâtre,https://www.mubawab.tn/fr/a/7994603/terrain-th%C3%A9%C3%A2tre,,Hammamet,,Hammamet,Terrain,,225000.0,225 000 TND,225000.0,900.0,"900
						m²",,,"225 000 TND Terrain théâtre Hammamet, Hammamet 900 m² Contacter Appelez WhatsApp",A vendre un terrain de superficie 900 m² situé à Hammamet Zone théâtre en face hôtel RibatPrix: 250 DT / m²Titre bleu individuelPour tous les renseignements contacter,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/7/994/603F/h/1000013366_78803802.avif; https://www.mubawab-media.com/business/8/686F/s/53293047_300892120605921_3356505667534848000_n_22493215.avif; https://www.mubawab-media.com/ad/8/275/683F/m/95e1d2c8-5e70-4015-ad89-19735eec2414_81668088.avif; https://www.mubawab-media.com/ad/7/844/401F/m/416693712_1542877206473139_1134925227868213822_n_65047460.avif; https://www.mubawab-media.com/ad/8/242/839F/m/466684351_122187940412083030_2787240079430760659_n_81310403.avif,"{""type de bien"": ""Terrain""}","{""latitude"": ""36.40108"", ""longitude"": ""10.61457""}","{""situation_juridique"": ""Titre foncier""}",{},2026-01-27T20:36:46.804400,search,True
8232990,Vente de terrain à hammamet,https://www.mubawab.tn/fr/a/8232990/vente-de-terrain-%C3%A0-hammamet,,Hammamet,Hammamet Nord,"Hammamet Nord, Hammamet",Terrain,,0,Prix à consulter,0,866.0,"866
						m²",,,"Prix à consulter Vente de terrain à hammamet Hammamet Nord, Hammamet 866 m² Contacter Appelez WhatsApp",un lot de terrain de 866 m² viabilisé avec titre individuel proche de la zone touristique de l'hôtel Radisson Blu donnant sur la route ceinture dans un emplacement stratégique avec la possibilité d'acheter la moitié de la Superficie il est parfait pour usage commercial ( facade de 40 m )Pour plus d'informations contactez directement le propriétaire,,,https://www.mubawab-media.com/banner/884F/unnamed%20%2822%29_81829712.jpg; https://www.mubawab-media.com/banner/885F/unnamed%20%2821%29_81829722.jpg; https://www.mubawab-media.com/banner/886F/unnamed%20%2821%29_81829723.jpg; https://www.mubawab-media.com/assets/logos/mubawab.png; https://www.mubawab-media.com/assets/common/loading.gif; https://www.mubawab-media.com/ad/8/232/990F/h/1000025934_81213549.avif; https://www.mubawab-media.com/ad/7/984/424F/m/98c2ba93-cf58-4920-901b-3edfd8912835_78700741.avif; https://www.mubawab-media.com/ad/8/143/117F/m/tirran_80279329.avif; https://www.mubawab-media.com/ad/8/120/921F/m/4_80055296.avif; https://www.mubawab-media.com/ad/8/262/642F/m/tirran_81525024.avif,"{""type de bien"": ""Terrain"", ""type de terrain"": ""Commercial, Groupement d'habitation, Lots de villa"", ""constructibilité"": ""R+3"", ""livraison"": ""Titré"", ""statut du terrain"": ""Loti""}","{""latitude"": ""36.40748039543817"", ""longitude"": ""10.634901800116491""}","{""viabilisation"": ""Oui""}",{},2026-01-27T20:36:46.807050,search,True
